sector,indicator,country,year,variable,value,unit
Electricity,Coal power share in total electricity generation,FR,1995,historic,5.406340785,%
Electricity,Coal power share in total electricity generation,FR,1996,historic,6.081781758,%
Electricity,Coal power share in total electricity generation,FR,1997,historic,5.162533061,%
Electricity,Coal power share in total electricity generation,FR,1998,historic,7.355509733,%
Electricity,Coal power share in total electricity generation,FR,1999,historic,6.352580496,%
Electricity,Coal power share in total electricity generation,FR,2000,historic,5.766241143,%
Electricity,Coal power share in total electricity generation,FR,2001,historic,4.383196372,%
Electricity,Coal power share in total electricity generation,FR,2002,historic,4.875277713,%
Electricity,Coal power share in total electricity generation,FR,2003,historic,5.212082571,%
Electricity,Coal power share in total electricity generation,FR,2004,historic,4.788908231,%
Electricity,Coal power share in total electricity generation,FR,2005,historic,5.375440513,%
Electricity,Coal power share in total electricity generation,FR,2006,historic,4.636901333,%
Electricity,Coal power share in total electricity generation,FR,2007,historic,4.998466619,%
Electricity,Coal power share in total electricity generation,FR,2008,historic,4.644943173,%
Electricity,Coal power share in total electricity generation,FR,2009,historic,4.523752573,%
Electricity,Coal power share in total electricity generation,FR,2010,historic,4.661845676,%
Electricity,Coal power share in total electricity generation,FR,2011,historic,3.499730614,%
Electricity,Coal power share in total electricity generation,FR,2012,historic,4.249694891,%
Electricity,Coal power share in total electricity generation,FR,2013,historic,4.563430541,%
Electricity,Coal power share in total electricity generation,FR,2014,historic,2.440052636,%
Electricity,Coal power share in total electricity generation,FR,2015,historic,2.533273469,%
Electricity,Coal power share in total electricity generation,FR,2016,historic,2.18988675,%
Electricity,Coal power share in total electricity generation,FR,2017,historic,2.729481743,%
Electricity,Coal power share in total electricity generation,FR,2018,historic,1.829032398,%
Electricity,Coal power share in total electricity generation,FR,2019,historic,1.037291632,%
Electricity,Coal power share in total electricity generation,FR,2020,historic,0.95980997,%
Electricity,Coal power share in total electricity generation,DE,1990,historic,58.73112389,%
Electricity,Coal power share in total electricity generation,DE,1991,historic,59.14606607,%
Electricity,Coal power share in total electricity generation,DE,1992,historic,57.1244135,%
Electricity,Coal power share in total electricity generation,DE,1993,historic,57.37846109,%
Electricity,Coal power share in total electricity generation,DE,1994,historic,56.52802239,%
Electricity,Coal power share in total electricity generation,DE,1995,historic,55.62260001,%
Electricity,Coal power share in total electricity generation,DE,1996,historic,54.96058588,%
Electricity,Coal power share in total electricity generation,DE,1997,historic,53.35860047,%
Electricity,Coal power share in total electricity generation,DE,1998,historic,54.11993664,%
Electricity,Coal power share in total electricity generation,DE,1999,historic,52.15448516,%
Electricity,Coal power share in total electricity generation,DE,2000,historic,53.14609313,%
Electricity,Coal power share in total electricity generation,DE,2001,historic,51.83953558,%
Electricity,Coal power share in total electricity generation,DE,2002,historic,52.6833736,%
Electricity,Coal power share in total electricity generation,DE,2003,historic,52.02007673,%
Electricity,Coal power share in total electricity generation,DE,2004,historic,50.3601669,%
Electricity,Coal power share in total electricity generation,DE,2005,historic,48.31025335,%
Electricity,Coal power share in total electricity generation,DE,2006,historic,47.11725196,%
Electricity,Coal power share in total electricity generation,DE,2007,historic,48.59284689,%
Electricity,Coal power share in total electricity generation,DE,2008,historic,44.937224,%
Electricity,Coal power share in total electricity generation,DE,2009,historic,44.04953124,%
Electricity,Coal power share in total electricity generation,DE,2010,historic,43.63304187,%
Electricity,Coal power share in total electricity generation,DE,2011,historic,44.85239995,%
Electricity,Coal power share in total electricity generation,DE,2012,historic,45.98261065,%
Electricity,Coal power share in total electricity generation,DE,2013,historic,47.24316143,%
Electricity,Coal power share in total electricity generation,DE,2014,historic,45.8092223,%
Electricity,Coal power share in total electricity generation,DE,2015,historic,44.16489723,%
Electricity,Coal power share in total electricity generation,DE,2016,historic,42.36509884,%
Electricity,Coal power share in total electricity generation,DE,2017,historic,39.03288159,%
Electricity,Coal power share in total electricity generation,DE,2018,historic,37.53139081,%
Electricity,Coal power share in total electricity generation,DE,2019,historic,30.1441658,%
Electricity,Coal power share in total electricity generation,DE,2020,historic,25.74790465,%
Electricity,Coal power share in total electricity generation,IN,1991,historic,67.06782399,%
Electricity,Coal power share in total electricity generation,IN,1992,historic,68.2153492,%
Electricity,Coal power share in total electricity generation,IN,1993,historic,70.29862974,%
Electricity,Coal power share in total electricity generation,IN,1994,historic,68.00933549,%
Electricity,Coal power share in total electricity generation,IN,1996,historic,70.9010032,%
Electricity,Coal power share in total electricity generation,IN,1997,historic,69.41871346,%
Electricity,Coal power share in total electricity generation,IN,1998,historic,67.25272205,%
Electricity,Coal power share in total electricity generation,IN,1999,historic,67.70390525,%
Electricity,Coal power share in total electricity generation,IN,2001,historic,69.89142868,%
Electricity,Coal power share in total electricity generation,IN,2002,historic,70.20974798,%
Electricity,Coal power share in total electricity generation,IN,2003,historic,68.43789383,%
Electricity,Coal power share in total electricity generation,IN,2004,historic,68.12233991,%
Electricity,Coal power share in total electricity generation,IN,2006,historic,67.04530347,%
Electricity,Coal power share in total electricity generation,IN,2007,historic,65.77542593,%
Electricity,Coal power share in total electricity generation,IN,2008,historic,68.30097846,%
Electricity,Coal power share in total electricity generation,IN,2009,historic,67.26735147,%
Electricity,Coal power share in total electricity generation,IN,2011,historic,67.62590064,%
Electricity,Coal power share in total electricity generation,IN,2012,historic,72.11334366,%
Electricity,Coal power share in total electricity generation,IN,2013,historic,72.91951779,%
Electricity,Coal power share in total electricity generation,IN,2014,historic,74.75933995,%
Electricity,Coal power share in total electricity generation,IN,2016,historic,75.53293714,%
Electricity,Coal power share in total electricity generation,IN,2018,historic,75.03473384,%
Electricity,Coal power share in total electricity generation,IN,2019,historic,72.72165701,%
Electricity,Coal power share in total electricity generation,IN,2020,historic,72.45941571,%
Electricity,Coal power share in total electricity generation,ID,1991,historic,29.58221746,%
Electricity,Coal power share in total electricity generation,ID,1992,historic,27.3697396,%
Electricity,Coal power share in total electricity generation,ID,1993,historic,23.52643172,%
Electricity,Coal power share in total electricity generation,ID,1994,historic,24.93282449,%
Electricity,Coal power share in total electricity generation,ID,1996,historic,25.15799421,%
Electricity,Coal power share in total electricity generation,ID,1997,historic,27.89338979,%
Electricity,Coal power share in total electricity generation,ID,1998,historic,30.97209052,%
Electricity,Coal power share in total electricity generation,ID,1999,historic,34.17913054,%
Electricity,Coal power share in total electricity generation,ID,2001,historic,37.24593596,%
Electricity,Coal power share in total electricity generation,ID,2002,historic,39.66936803,%
Electricity,Coal power share in total electricity generation,ID,2003,historic,41.12362136,%
Electricity,Coal power share in total electricity generation,ID,2004,historic,40.12133519,%
Electricity,Coal power share in total electricity generation,ID,2006,historic,44.05885536,%
Electricity,Coal power share in total electricity generation,ID,2007,historic,44.8938101,%
Electricity,Coal power share in total electricity generation,ID,2008,historic,41.11273321,%
Electricity,Coal power share in total electricity generation,ID,2009,historic,42.02865271,%
Electricity,Coal power share in total electricity generation,ID,2011,historic,44.21073292,%
Electricity,Coal power share in total electricity generation,ID,2012,historic,51.0753387,%
Electricity,Coal power share in total electricity generation,ID,2013,historic,51.50078696,%
Electricity,Coal power share in total electricity generation,ID,2014,historic,52.45484386,%
Electricity,Coal power share in total electricity generation,ID,2016,historic,54.59745079,%
Electricity,Coal power share in total electricity generation,ID,2018,historic,56.39089266,%
Electricity,Coal power share in total electricity generation,ID,2019,historic,59.12551716,%
Electricity,Coal power share in total electricity generation,ID,2020,historic,62.80544338,%
Electricity,Coal power share in total electricity generation,IT,1990,historic,16.77809211,%
Electricity,Coal power share in total electricity generation,IT,1991,historic,14.72792276,%
Electricity,Coal power share in total electricity generation,IT,1992,historic,11.22972318,%
Electricity,Coal power share in total electricity generation,IT,1993,historic,9.190197729,%
Electricity,Coal power share in total electricity generation,IT,1994,historic,10.03060243,%
Electricity,Coal power share in total electricity generation,IT,1995,historic,11.61422962,%
Electricity,Coal power share in total electricity generation,IT,1996,historic,10.5777826,%
Electricity,Coal power share in total electricity generation,IT,1997,historic,10.04729763,%
Electricity,Coal power share in total electricity generation,IT,1998,historic,10.97041257,%
Electricity,Coal power share in total electricity generation,IT,1999,historic,10.88696457,%
Electricity,Coal power share in total electricity generation,IT,2000,historic,11.30765612,%
Electricity,Coal power share in total electricity generation,IT,2001,historic,13.5255413,%
Electricity,Coal power share in total electricity generation,IT,2002,historic,14.58132907,%
Electricity,Coal power share in total electricity generation,IT,2003,historic,15.41054499,%
Electricity,Coal power share in total electricity generation,IT,2004,historic,17.20107648,%
Electricity,Coal power share in total electricity generation,IT,2005,historic,16.64830667,%
Electricity,Coal power share in total electricity generation,IT,2006,historic,16.39236639,%
Electricity,Coal power share in total electricity generation,IT,2007,historic,16.13604436,%
Electricity,Coal power share in total electricity generation,IT,2008,historic,15.49813733,%
Electricity,Coal power share in total electricity generation,IT,2009,historic,15.05748522,%
Electricity,Coal power share in total electricity generation,IT,2010,historic,14.87216047,%
Electricity,Coal power share in total electricity generation,IT,2011,historic,16.67697773,%
Electricity,Coal power share in total electricity generation,IT,2012,historic,18.20059334,%
Electricity,Coal power share in total electricity generation,IT,2013,historic,16.8433447,%
Electricity,Coal power share in total electricity generation,IT,2014,historic,16.72827166,%
Electricity,Coal power share in total electricity generation,IT,2015,historic,16.12018753,%
Electricity,Coal power share in total electricity generation,IT,2016,historic,13.33701462,%
Electricity,Coal power share in total electricity generation,IT,2017,historic,11.93725255,%
Electricity,Coal power share in total electricity generation,IT,2018,historic,10.74890969,%
Electricity,Coal power share in total electricity generation,IT,2019,historic,7.277976015,%
Electricity,Coal power share in total electricity generation,IT,2020,historic,4.672472684,%
Electricity,Coal power share in total electricity generation,JP,1990,historic,14.47578876,%
Electricity,Coal power share in total electricity generation,JP,1991,historic,14.89417384,%
Electricity,Coal power share in total electricity generation,JP,1992,historic,15.58678311,%
Electricity,Coal power share in total electricity generation,JP,1993,historic,16.47733537,%
Electricity,Coal power share in total electricity generation,JP,1994,historic,16.93461391,%
Electricity,Coal power share in total electricity generation,JP,1995,historic,17.73055673,%
Electricity,Coal power share in total electricity generation,JP,1996,historic,18.32679872,%
Electricity,Coal power share in total electricity generation,JP,1997,historic,19.00354888,%
Electricity,Coal power share in total electricity generation,JP,1998,historic,18.584056,%
Electricity,Coal power share in total electricity generation,JP,1999,historic,20.12447592,%
Electricity,Coal power share in total electricity generation,JP,2000,historic,21.62984208,%
Electricity,Coal power share in total electricity generation,JP,2001,historic,23.5149598,%
Electricity,Coal power share in total electricity generation,JP,2002,historic,24.795887,%
Electricity,Coal power share in total electricity generation,JP,2003,historic,26.49116421,%
Electricity,Coal power share in total electricity generation,JP,2004,historic,26.58093726,%
Electricity,Coal power share in total electricity generation,JP,2005,historic,27.27736609,%
Electricity,Coal power share in total electricity generation,JP,2006,historic,26.357712,%
Electricity,Coal power share in total electricity generation,JP,2007,historic,26.99780371,%
Electricity,Coal power share in total electricity generation,JP,2008,historic,27.1840158,%
Electricity,Coal power share in total electricity generation,JP,2009,historic,27.19114356,%
Electricity,Coal power share in total electricity generation,JP,2010,historic,27.25415522,%
Electricity,Coal power share in total electricity generation,JP,2011,historic,27.42016572,%
Electricity,Coal power share in total electricity generation,JP,2012,historic,30.31283345,%
Electricity,Coal power share in total electricity generation,JP,2013,historic,32.20282674,%
Electricity,Coal power share in total electricity generation,JP,2014,historic,32.76926864,%
Electricity,Coal power share in total electricity generation,JP,2015,historic,33.48974163,%
Electricity,Coal power share in total electricity generation,JP,2016,historic,32.42474079,%
Electricity,Coal power share in total electricity generation,JP,2017,historic,32.49967867,%
Electricity,Coal power share in total electricity generation,JP,2018,historic,31.33914814,%
Electricity,Coal power share in total electricity generation,JP,2019,historic,31.73761566,%
Electricity,Coal power share in total electricity generation,JP,2020,historic,30.61668198,%
Electricity,Coal power share in total electricity generation,KZ,1990,historic,71.12006317,%
Electricity,Coal power share in total electricity generation,KZ,1991,historic,72.72748418,%
Electricity,Coal power share in total electricity generation,KZ,1992,historic,72.30867825,%
Electricity,Coal power share in total electricity generation,KZ,1993,historic,71.43226073,%
Electricity,Coal power share in total electricity generation,KZ,1994,historic,70.93693992,%
Electricity,Coal power share in total electricity generation,KZ,1995,historic,72.03012256,%
Electricity,Coal power share in total electricity generation,KZ,1996,historic,72.20942444,%
Electricity,Coal power share in total electricity generation,KZ,1997,historic,72.02884615,%
Electricity,Coal power share in total electricity generation,KZ,1998,historic,72.02563842,%
Electricity,Coal power share in total electricity generation,KZ,1999,historic,72.04724409,%
Electricity,Coal power share in total electricity generation,KZ,2000,historic,69.45093913,%
Electricity,Coal power share in total electricity generation,KZ,2001,historic,70.88133387,%
Electricity,Coal power share in total electricity generation,KZ,2002,historic,68.82006102,%
Electricity,Coal power share in total electricity generation,KZ,2003,historic,71.75492437,%
Electricity,Coal power share in total electricity generation,KZ,2004,historic,75.52169692,%
Electricity,Coal power share in total electricity generation,KZ,2005,historic,73.85293381,%
Electricity,Coal power share in total electricity generation,KZ,2006,historic,68.81811965,%
Electricity,Coal power share in total electricity generation,KZ,2007,historic,73.40661636,%
Electricity,Coal power share in total electricity generation,KZ,2008,historic,76.66289044,%
Electricity,Coal power share in total electricity generation,KZ,2009,historic,73.80256638,%
Electricity,Coal power share in total electricity generation,KZ,2010,historic,80.65363115,%
Electricity,Coal power share in total electricity generation,KZ,2011,historic,81.09856097,%
Electricity,Coal power share in total electricity generation,KZ,2012,historic,74.79341069,%
Electricity,Coal power share in total electricity generation,KZ,2013,historic,75.19522724,%
Electricity,Coal power share in total electricity generation,KZ,2014,historic,70.92990316,%
Electricity,Coal power share in total electricity generation,KZ,2015,historic,69.08643695,%
Electricity,Coal power share in total electricity generation,KZ,2016,historic,64.65631039,%
Electricity,Coal power share in total electricity generation,KZ,2017,historic,66.80814365,%
Electricity,Coal power share in total electricity generation,KZ,2018,historic,69.54416616,%
Electricity,Coal power share in total electricity generation,KZ,2019,historic,69.03759427,%
Electricity,Coal power share in total electricity generation,MX,1990,historic,6.711154467,%
Electricity,Coal power share in total electricity generation,MX,1991,historic,7.165746286,%
Electricity,Coal power share in total electricity generation,MX,1992,historic,7.164468931,%
Electricity,Coal power share in total electricity generation,MX,1993,historic,8.492478238,%
Electricity,Coal power share in total electricity generation,MX,1994,historic,9.67777015,%
Electricity,Coal power share in total electricity generation,MX,1995,historic,10.13609374,%
Electricity,Coal power share in total electricity generation,MX,1996,historic,11.71595082,%
Electricity,Coal power share in total electricity generation,MX,1997,historic,10.94553205,%
Electricity,Coal power share in total electricity generation,MX,1998,historic,10.21809724,%
Electricity,Coal power share in total electricity generation,MX,1999,historic,9.685656102,%
Electricity,Coal power share in total electricity generation,MX,2000,historic,9.234958065,%
Electricity,Coal power share in total electricity generation,MX,2001,historic,10.79406322,%
Electricity,Coal power share in total electricity generation,MX,2002,historic,11.92598329,%
Electricity,Coal power share in total electricity generation,MX,2003,historic,12.9368335,%
Electricity,Coal power share in total electricity generation,MX,2004,historic,10.00071554,%
Electricity,Coal power share in total electricity generation,MX,2005,historic,13.05668985,%
Electricity,Coal power share in total electricity generation,MX,2006,historic,12.32884151,%
Electricity,Coal power share in total electricity generation,MX,2007,historic,11.93194884,%
Electricity,Coal power share in total electricity generation,MX,2008,historic,7.898186139,%
Electricity,Coal power share in total electricity generation,MX,2009,historic,10.96122172,%
Electricity,Coal power share in total electricity generation,MX,2010,historic,11.71598836,%
Electricity,Coal power share in total electricity generation,MX,2011,historic,11.14983039,%
Electricity,Coal power share in total electricity generation,MX,2012,historic,11.11812725,%
Electricity,Coal power share in total electricity generation,MX,2013,historic,10.74914404,%
Electricity,Coal power share in total electricity generation,MX,2014,historic,11.23762836,%
Electricity,Coal power share in total electricity generation,MX,2015,historic,10.88081567,%
Electricity,Coal power share in total electricity generation,MX,2016,historic,10.79066895,%
Electricity,Coal power share in total electricity generation,MX,2017,historic,9.642242798,%
Electricity,Coal power share in total electricity generation,MX,2018,historic,7.636055516,%
Electricity,Coal power share in total electricity generation,MX,2019,historic,7.547301381,%
Electricity,Coal power share in total electricity generation,MX,2020,historic,2.643178219,%
Electricity,Coal power share in total electricity generation,NP,1990,historic,0,%
Electricity,Coal power share in total electricity generation,NP,1991,historic,0,%
Electricity,Coal power share in total electricity generation,NP,1992,historic,0,%
Electricity,Coal power share in total electricity generation,NP,1993,historic,0,%
Electricity,Coal power share in total electricity generation,NP,1994,historic,0,%
Electricity,Coal power share in total electricity generation,NP,1995,historic,0,%
Electricity,Coal power share in total electricity generation,NP,1996,historic,0,%
Electricity,Coal power share in total electricity generation,NP,1997,historic,0,%
Electricity,Coal power share in total electricity generation,NP,1998,historic,0,%
Electricity,Coal power share in total electricity generation,NP,1999,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2000,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2001,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2002,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2003,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2004,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2005,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2006,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2007,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2008,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2009,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2010,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2011,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2012,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2013,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2014,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2015,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2016,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2017,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2018,historic,0,%
Electricity,Coal power share in total electricity generation,NP,2019,historic,0,%
Electricity,Coal power share in total electricity generation,NZ,1990,historic,2.058021324,%
Electricity,Coal power share in total electricity generation,NZ,1991,historic,1.44757786,%
Electricity,Coal power share in total electricity generation,NZ,1992,historic,3.808742173,%
Electricity,Coal power share in total electricity generation,NZ,1993,historic,2.173595915,%
Electricity,Coal power share in total electricity generation,NZ,1994,historic,1.98553885,%
Electricity,Coal power share in total electricity generation,NZ,1995,historic,2.498544134,%
Electricity,Coal power share in total electricity generation,NZ,1996,historic,2.571765416,%
Electricity,Coal power share in total electricity generation,NZ,1997,historic,4.424802609,%
Electricity,Coal power share in total electricity generation,NZ,1998,historic,3.884501874,%
Electricity,Coal power share in total electricity generation,NZ,1999,historic,4.749061294,%
Electricity,Coal power share in total electricity generation,NZ,2000,historic,3.939154585,%
Electricity,Coal power share in total electricity generation,NZ,2001,historic,5.352404539,%
Electricity,Coal power share in total electricity generation,NZ,2002,historic,5.072856158,%
Electricity,Coal power share in total electricity generation,NZ,2003,historic,9.716122384,%
Electricity,Coal power share in total electricity generation,NZ,2004,historic,11.19390744,%
Electricity,Coal power share in total electricity generation,NZ,2005,historic,13.64982396,%
Electricity,Coal power share in total electricity generation,NZ,2006,historic,12.72559853,%
Electricity,Coal power share in total electricity generation,NZ,2007,historic,7.217554115,%
Electricity,Coal power share in total electricity generation,NZ,2008,historic,11.02390947,%
Electricity,Coal power share in total electricity generation,NZ,2009,historic,7.588381514,%
Electricity,Coal power share in total electricity generation,NZ,2010,historic,4.597905992,%
Electricity,Coal power share in total electricity generation,NZ,2011,historic,4.873338124,%
Electricity,Coal power share in total electricity generation,NZ,2012,historic,7.998017393,%
Electricity,Coal power share in total electricity generation,NZ,2013,historic,5.50559989,%
Electricity,Coal power share in total electricity generation,NZ,2014,historic,4.485095471,%
Electricity,Coal power share in total electricity generation,NZ,2015,historic,4.227415102,%
Electricity,Coal power share in total electricity generation,NZ,2016,historic,2.391274586,%
Electricity,Coal power share in total electricity generation,NZ,2017,historic,2.734471945,%
Electricity,Coal power share in total electricity generation,NZ,2018,historic,3.564351977,%
Electricity,Coal power share in total electricity generation,NZ,2019,historic,5.056794091,%
Electricity,Coal power share in total electricity generation,NZ,2020,historic,5.224822334,%
Electricity,Coal power share in total electricity generation,NO,1990,historic,0.067428111,%
Electricity,Coal power share in total electricity generation,NO,1991,historic,0.078688169,%
Electricity,Coal power share in total electricity generation,NO,1992,historic,0.080265045,%
Electricity,Coal power share in total electricity generation,NO,1993,historic,0.074341369,%
Electricity,Coal power share in total electricity generation,NO,1994,historic,0.088138672,%
Electricity,Coal power share in total electricity generation,NO,1995,historic,0.069534203,%
Electricity,Coal power share in total electricity generation,NO,1996,historic,0.086916656,%
Electricity,Coal power share in total electricity generation,NO,1997,historic,0.072402121,%
Electricity,Coal power share in total electricity generation,NO,1998,historic,0.067851345,%
Electricity,Coal power share in total electricity generation,NO,1999,historic,0.067873118,%
Electricity,Coal power share in total electricity generation,NO,2000,historic,0.050522416,%
Electricity,Coal power share in total electricity generation,NO,2001,historic,0.07830079,%
Electricity,Coal power share in total electricity generation,NO,2002,historic,0.102119165,%
Electricity,Coal power share in total electricity generation,NO,2003,historic,0.121872334,%
Electricity,Coal power share in total electricity generation,NO,2004,historic,0.096269992,%
Electricity,Coal power share in total electricity generation,NO,2005,historic,0.096178367,%
Electricity,Coal power share in total electricity generation,NO,2006,historic,0.113015789,%
Electricity,Coal power share in total electricity generation,NO,2007,historic,0.100652404,%
Electricity,Coal power share in total electricity generation,NO,2008,historic,0.094194636,%
Electricity,Coal power share in total electricity generation,NO,2009,historic,0.074821155,%
Electricity,Coal power share in total electricity generation,NO,2010,historic,0.109553913,%
Electricity,Coal power share in total electricity generation,NO,2011,historic,0.111669901,%
Electricity,Coal power share in total electricity generation,NO,2012,historic,0.113933291,%
Electricity,Coal power share in total electricity generation,NO,2013,historic,0.112350293,%
Electricity,Coal power share in total electricity generation,NO,2014,historic,0.111146508,%
Electricity,Coal power share in total electricity generation,NO,2015,historic,0.105301329,%
Electricity,Coal power share in total electricity generation,NO,2016,historic,0.098361539,%
Electricity,Coal power share in total electricity generation,NO,2017,historic,0.125055468,%
Electricity,Coal power share in total electricity generation,NO,2018,historic,0.12176935,%
Electricity,Coal power share in total electricity generation,NO,2019,historic,0.121272543,%
Electricity,Coal power share in total electricity generation,NO,2020,historic,0.118069145,%
Electricity,Coal power share in total electricity generation,PE,1990,historic,0,%
Electricity,Coal power share in total electricity generation,PE,1991,historic,0,%
Electricity,Coal power share in total electricity generation,PE,1992,historic,0,%
Electricity,Coal power share in total electricity generation,PE,1993,historic,0,%
Electricity,Coal power share in total electricity generation,PE,1994,historic,0,%
Electricity,Coal power share in total electricity generation,PE,1995,historic,0,%
Electricity,Coal power share in total electricity generation,PE,1996,historic,0,%
Electricity,Coal power share in total electricity generation,PE,1997,historic,0,%
Electricity,Coal power share in total electricity generation,PE,1998,historic,0,%
Electricity,Coal power share in total electricity generation,PE,1999,historic,0,%
Electricity,Coal power share in total electricity generation,PE,2000,historic,1.742492719,%
Electricity,Coal power share in total electricity generation,PE,2001,historic,1.491962653,%
Electricity,Coal power share in total electricity generation,PE,2002,historic,3.566392212,%
Electricity,Coal power share in total electricity generation,PE,2003,historic,3.345838423,%
Electricity,Coal power share in total electricity generation,PE,2004,historic,3.776540919,%
Electricity,Coal power share in total electricity generation,PE,2005,historic,3.153064826,%
Electricity,Coal power share in total electricity generation,PE,2006,historic,2.982674172,%
Electricity,Coal power share in total electricity generation,PE,2007,historic,2.823159935,%
Electricity,Coal power share in total electricity generation,PE,2008,historic,2.704286155,%
Electricity,Coal power share in total electricity generation,PE,2009,historic,2.380880075,%
Electricity,Coal power share in total electricity generation,PE,2010,historic,2.371134021,%
Electricity,Coal power share in total electricity generation,PE,2011,historic,1.585804248,%
Electricity,Coal power share in total electricity generation,PE,2012,historic,3.232505192,%
Electricity,Coal power share in total electricity generation,PE,2013,historic,2.795016779,%
Electricity,Coal power share in total electricity generation,PE,2014,historic,0.715129248,%
Electricity,Coal power share in total electricity generation,PE,2015,historic,0.839360842,%
Electricity,Coal power share in total electricity generation,PE,2016,historic,1.923337659,%
Electricity,Coal power share in total electricity generation,PE,2017,historic,1.449247871,%
Electricity,Coal power share in total electricity generation,PE,2018,historic,0.242016195,%
Electricity,Coal power share in total electricity generation,PE,2019,historic,0.273631404,%
Electricity,Coal power share in total electricity generation,PE,2020,historic,0.105802112,%
Electricity,Coal power share in total electricity generation,PH,1990,historic,7.346070574,%
Electricity,Coal power share in total electricity generation,PH,1991,historic,7.571445281,%
Electricity,Coal power share in total electricity generation,PH,1992,historic,6.923076923,%
Electricity,Coal power share in total electricity generation,PH,1993,historic,7.581173107,%
Electricity,Coal power share in total electricity generation,PH,1994,historic,4.423878442,%
Electricity,Coal power share in total electricity generation,PH,1995,historic,6.283143657,%
Electricity,Coal power share in total electricity generation,PH,1996,historic,13.21915757,%
Electricity,Coal power share in total electricity generation,PH,1997,historic,18.50139458,%
Electricity,Coal power share in total electricity generation,PH,1998,historic,22.57924864,%
Electricity,Coal power share in total electricity generation,PH,1999,historic,26.99121452,%
Electricity,Coal power share in total electricity generation,PH,2000,historic,36.79178627,%
Electricity,Coal power share in total electricity generation,PH,2001,historic,39.93411265,%
Electricity,Coal power share in total electricity generation,PH,2002,historic,33.27624982,%
Electricity,Coal power share in total electricity generation,PH,2003,historic,28.21873819,%
Electricity,Coal power share in total electricity generation,PH,2004,historic,28.94007899,%
Electricity,Coal power share in total electricity generation,PH,2005,historic,26.97155585,%
Electricity,Coal power share in total electricity generation,PH,2006,historic,26.93411761,%
Electricity,Coal power share in total electricity generation,PH,2007,historic,28.24478704,%
Electricity,Coal power share in total electricity generation,PH,2008,historic,25.89401687,%
Electricity,Coal power share in total electricity generation,PH,2009,historic,26.60508978,%
Electricity,Coal power share in total electricity generation,PH,2010,historic,34.39668153,%
Electricity,Coal power share in total electricity generation,PH,2011,historic,36.63409275,%
Electricity,Coal power share in total electricity generation,PH,2012,historic,38.76112505,%
Electricity,Coal power share in total electricity generation,PH,2013,historic,42.62349534,%
Electricity,Coal power share in total electricity generation,PH,2014,historic,42.78170381,%
Electricity,Coal power share in total electricity generation,PH,2015,historic,44.51482169,%
Electricity,Coal power share in total electricity generation,PH,2016,historic,47.69210436,%
Electricity,Coal power share in total electricity generation,PH,2017,historic,49.64183533,%
Electricity,Coal power share in total electricity generation,PH,2018,historic,52.05432767,%
Electricity,Coal power share in total electricity generation,PH,2019,historic,54.59209174,%
Electricity,Coal power share in total electricity generation,RU,1990,historic,14.33181291,%
Electricity,Coal power share in total electricity generation,RU,1991,historic,14.31700967,%
Electricity,Coal power share in total electricity generation,RU,1992,historic,14.97545739,%
Electricity,Coal power share in total electricity generation,RU,1993,historic,15.43315803,%
Electricity,Coal power share in total electricity generation,RU,1994,historic,18.39095831,%
Electricity,Coal power share in total electricity generation,RU,1995,historic,18.51177962,%
Electricity,Coal power share in total electricity generation,RU,1996,historic,18.83105679,%
Electricity,Coal power share in total electricity generation,RU,1997,historic,18.70425625,%
Electricity,Coal power share in total electricity generation,RU,1998,historic,19.49880717,%
Electricity,Coal power share in total electricity generation,RU,1999,historic,18.94476469,%
Electricity,Coal power share in total electricity generation,RU,2000,historic,19.87739427,%
Electricity,Coal power share in total electricity generation,RU,2001,historic,18.88212852,%
Electricity,Coal power share in total electricity generation,RU,2002,historic,19.03853766,%
Electricity,Coal power share in total electricity generation,RU,2003,historic,18.74130509,%
Electricity,Coal power share in total electricity generation,RU,2004,historic,17.19272399,%
Electricity,Coal power share in total electricity generation,RU,2005,historic,17.2954259,%
Electricity,Coal power share in total electricity generation,RU,2006,historic,17.89780302,%
Electricity,Coal power share in total electricity generation,RU,2007,historic,16.68918166,%
Electricity,Coal power share in total electricity generation,RU,2008,historic,18.90217068,%
Electricity,Coal power share in total electricity generation,RU,2009,historic,16.52965269,%
Electricity,Coal power share in total electricity generation,RU,2010,historic,15.98305595,%
